visit_id,provider_id,provider_type_raw,jurisdiction_raw,region_raw,rural_urban_raw,enrollment_year,visit_date_raw,scheduled_visit_year,doses_administered,staff_turnover,prior_technical_assistance,site_visit_delay_days,raw_prior_noncompliance_flag,training_compliant,eligibility_compliant,documentation_compliant,inventory_compliant,storage_handling_compliant
V002528,P00749,Private Clinic,Louisiana,South Central,Urban,2012,2024-07-21,2024,1757.0,1,1,24,1,Non-compliant,Non-compliant,Compliant,Missing,Compliant
V003172,P00925,Public Health Clinic,Florida,Southeast,Rural,2014,2023-06-22,2023,4558.0,0,1,16,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002667,P00787,Pediatric Practice,Mississippi,Southeast,Suburban,2020,2022-08-07,2022,1561.0,0,0,33,1,Non-compliant,Compliant,Non-compliant,Compliant,Non-compliant
V000360,P00103,FQHC,Mississippi,Southeast,Urban,2017,2021-08-09,2021,654.0,0,1,33,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003502,P01024,Private Clinic,Mississippi,Southeast,Urban,2011,2019-02-05,2019,2213.0,1,1,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001347,P00385,Public Health Clinic,Texas,South Central,Suburban,2018,2023-11-27,2023,4005.0,0,1,12,1,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V001733,P00505,Public Health Clinic,Texas,South Central,Urban,2022,2024-06-03,2024,2425.0,0,1,27,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001683,P00490,public health clinic,Tennessee,Southeast,Rural,2020,2023-03-23,2023,8143.0,0,0,28,1,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V002370,P00705,Pediatric practice,Mississippi,Southeast,Suburban,2011,2023-08-04,2023,2063.0,1,0,39,0,Non-compliant,Non-compliant,Compliant,Compliant,Compliant
V003978,P01161,Public Health Clinic,North Carolina,Southeast,Rural,2022,2019-08-02,2019,3416.0,0,0,29,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003692,P01078,Private Clinic,North Carolina,Southeast,Suburban,2014,2021-03-11,2021,1262.0,1,1,13,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000742,P00214,Pharmacy,Kentucky,Southeast,Rural,2021,2024-02-10,2024,664.0,1,0,31,1,Compliant,Compliant,Missing,Non-compliant,Non-compliant
V002834,P00833,Public Health Clinic,Florida,Southeast,Rural,2018,2024-02-04,2024,5976.0,1,0,33,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002328,P00690,FQHC,Texas,South Central,Urban,2023,2023-02-27,2023,1781.0,0,1,22,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000405,P00117,Public Health Clinic,Mississippi,Southeast,Urban,2024,2020-05-21,2020,3645.0,0,1,12,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003266,P00958,public health clinic,Tennessee,Southeast,Rural,2024,2019-02-18,2019,4612.0,0,0,13,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002993,P00876,Retail Pharmacy,Mississippi,Southeast,Suburban,2015,2023-08-12,2023,1033.0,0,1,24,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003226,P00945,Public Health Clinic,Virginia,Mid-Atlantic,Urban,2012,2024-01-06,2024,2755.0,0,0,24,1,Compliant,Compliant,Compliant,Missing,Compliant
V003914,P01141,Pediatric Practice,Georgia,Southeast,,2016,2023-05-15,2023,3113.0,0,1,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000014,P00004,Private Clinic,North Carolina,Southeast,Urban,2011,2024-05-27,2024,1833.0,0,1,41,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002156,P00640,FQHC,,Southeast,Rural,2011,2022-08-11,2022,2489.0,0,0,55,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000451,P00129,Pharmacy,Georgia,Southeast,Rural,2018,2025-07-05,2025,1877.0,0,1,33,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000679,P00199,Hospital,Alabama,Southeast,Urban,2011,2019-12-20,2019,5286.0,0,0,8,0,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V003390,P00993,Private Clinic,Alabama,Southeast,Urban,2014,2024-11-22,2024,845.0,1,0,22,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000728,P00210,Retail Pharmacy,Texas,South Central,Urban,2014,2025-04-03,2025,1530.0,0,1,26,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000068,P00022,Private Clinic,Tennessee,Southeast,Urban,2013,2022-12-05,2022,1867.0,1,0,27,0,Compliant,Compliant,Missing,Non-compliant,Compliant
V002973,P00872,Retail Pharmacy,Alabama,Southeast,Suburban,2012,2023-12-06,2023,1073.0,0,0,25,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001978,P00583,Public Health Clinic,South Carolina,Southeast,Rural,2022,2021-12-12,2021,3641.0,1,0,46,1,Compliant,Non-compliant,Missing,Compliant,Compliant
V000318,P00086,Pediatric Practice,Arkansas,South Central,Urban,2012,2022-05-17,2022,2295.0,0,1,30,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004237,P01242,Pharmacy,Louisiana,South Central,Rural,2013,2024-06-02,2024,534.0,0,0,13,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003769,P01101,Retail Pharmacy,Florida,Southeast,Urban,2022,2025-08-23,2025,680.0,0,1,28,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V002976,P00873,Public Health Clinic,Florida,Southeast,Rural,2023,2020-06-02,2020,4362.0,1,0,33,0,Compliant,Missing,Compliant,Compliant,Non-compliant
V002394,P00713,Pediatric Practice,South Carolina,Southeast,Urban,2017,2023-11-07,2023,2040.0,0,0,23,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002276,P00675,Peds,Tennessee,Southeast,Suburban,2022,2020-10-08,2020,4809.0,0,0,18,0,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V000967,P00279,Public Health Clinic,Texas,South Central,Urban,2017,2023-10-18,2023,4566.0,0,1,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004320,P01263,Pharmacy,Texas,South Central,Suburban,2011,2024-11-18,2024,794.0,1,1,45,1,Compliant,Compliant,Non-compliant,Non-compliant,Non-compliant
V000021,P00006,Public Health Clinic,Kentucky,Southeast,Urban,2015,2023-11-24,2023,2516.0,0,1,18,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000904,P00257,Private Clinic,North Carolina,Southeast,Urban,2018,2024-09-22,2024,1280.0,1,1,36,1,Non-compliant,Compliant,Non-compliant,Non-compliant,Compliant
V002607,P00773,Unknown,Kentucky,Southeast,,2017,2022-02-10,2022,1080.0,1,0,16,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V002570,P00762,pharmacy,South Carolina,Southeast,Rural,2022,2019-04-19,2019,826.0,1,1,54,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000303,P00082,private clinic ,Georgia,Southeast,Rural,2016,2024-11-23,2024,2113.0,1,1,61,1,Compliant,Non-compliant,Compliant,Non-compliant,Missing
V002040,P00606,Public clinic,Louisiana,South Central,Urban,2012,2019-06-12,2019,,0,0,10,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001556,P00454,Private Clinic,South Carolina,Southeast,Suburban,2020,2021-01-04,2021,4589.0,0,0,31,0,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V002805,P00827,Pharmacy,North Carolina,Southeast,Urban,2017,2019-05-16,2019,529.0,1,0,35,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002843,P00835,Private Clinic,Arkansas,South Central,Rural,2014,2022-01-24,2022,1098.0,0,0,22,1,Compliant,Compliant,Non-compliant,Non-compliant,Missing
V002471,P00732,FQHC,Virginia,Mid-Atlantic,Rural,2012,2022-06-09,2022,1193.0,0,0,47,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002716,P00799,Pediatric Practice,Alabama,Southeast,Rural,2016,2022-04-17,2022,2556.0,1,1,24,1,Non-compliant,Missing,Compliant,Compliant,Non-compliant
V003178,P00927,Peds,Kentucky,Southeast,Suburban,2023,2020-07-06,2020,3910.0,0,0,42,0,Non-compliant,Non-compliant,Compliant,Compliant,Compliant
V001633,P00475,Hospital,Louisiana,South Central,urban ,2021,2019-02-22,2019,4516.0,0,0,34,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003547,P01036,Public Health Clinic,Virginia,Mid-Atlantic,Rural,2015,2023-10-13,2023,5146.0,0,0,28,1,Compliant,Missing,Compliant,Compliant,Compliant
V000989,P00285,Public Health Clinic,North Carolina,Southeast,Urban,2016,2024-08-27,2024,-99.0,0,1,27,1,Missing,Non-compliant,Compliant,Compliant,Compliant
V001959,P00576,,Alabama,Southeast,Suburban,2012,2021-05-05,2021,1106.0,1,1,24,0,Compliant,Compliant,Missing,Compliant,Compliant
V003617,P01056,Pediatric practice,South Carolina,Southeast,Rural,2020,2020-02-06,2020,1860.0,0,1,39,1,Compliant,Compliant,Missing,Compliant,Non-compliant
V000637,P00187,Pediatric Practice,South Carolina,Southeast,Rural,2012,2022-04-06,2022,2387.0,0,1,24,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001258,P00360,Pediatric practice,South Carolina,Southeast,Urban,2019,2024-09-04,2024,868.0,0,0,28,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001559,P00455,Private Clinic,Alabama,Southeast,urban ,2014,2020-03-24,2020,977.0,0,0,18,0,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V003651,P01065,FQHC,North Carolina,Southeast,Rural,2013,2020-04-15,2020,2736.0,0,0,28,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002850,P00837,FQHC,Kentucky,Southeast,UNK,2020,2022-09-01,2022,2730.0,0,0,34,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V003800,P01108,FQHC,Florida,Southeast,Rural,2019,2023-08-27,2023,861.0,0,0,20,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002841,P00835,Private Clinic,Arkansas,South Central,Rural,2014,2019-07-15,2019,1196.0,0,0,25,0,Non-compliant,Compliant,Non-compliant,Missing,Non-compliant
V003332,P00977,Pediatric Practice,Arkansas,South Central,Rural,2017,2021-10-25,2021,1318.0,0,0,39,1,Compliant,Non-compliant,Non-compliant,Compliant,Non-compliant
V004193,P01229,Pediatric Practice,Arkansas,South Central,Urban,2015,2019-08-25,2019,3844.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001622,P00471,FQHC,Arkansas,South Central,Suburban,2021,2022-03-19,2022,1499.0,0,0,5,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000753,P00217,Hospital,Louisiana,South Central,urban ,2020,2020-07-24,2020,2250.0,1,1,34,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V001706,P00498,Pharmacy,Virginia,Mid-Atlantic,Urban,2024,2024-09-11,2024,1286.0,0,1,26,1,Non-compliant,Non-compliant,Compliant,Non-compliant,Non-compliant
V000245,P00070,FQHC,Arkansas,South Central,Urban,2021,2023-03-13,2023,1307.0,0,0,28,1,Missing,Compliant,Compliant,Compliant,Compliant
V003937,P01149,Public clinic,Tennessee,Southeast,Suburban,2022,2024-05-27,2024,3444.0,1,1,37,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V003055,P00892,Retail Pharmacy,Arkansas,South Central,Rural,2024,2023-07-25,2023,829.0,0,0,6,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V001782,P00519,Pediatric Practice,Arkansas,South Central,rural ,2016,2019-01-01,2019,1659.0,0,1,10,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004194,P01229,Pediatric Practice,Arkansas,South Central,Urban,2015,2020-11-11,2020,2251.0,1,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001272,P00364,Public Health Clinic,Florida,Southeast,Urban,2014,2025-08-20,2025,5468.0,0,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004433,P01294,Pediatric Practice,Georgia,Southeast,Rural,2018,2024-05-11,2024,10408.0,0,1,26,1,Compliant,Compliant,Missing,Compliant,Compliant
V003632,P01059,Private Clinic,Arkansas,South Central,Urban,2019,2025-10-17,2025,2611.0,1,0,26,1,Compliant,Missing,Compliant,Non-compliant,Compliant
V000062,P00021,Public Health Clinic,Georgia,Southeast,Rural,2017,2020-04-26,2020,4300.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001586,P00462,Pediatric practice,Arkansas,South Central,Suburban,2012,2022-12-08,2022,4545.0,1,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001557,P00454,Private Clinic,South Carolina,Southeast,Suburban,2020,2024-10-27,2024,1848.0,1,1,47,1,Compliant,Compliant,Compliant,Missing,Non-compliant
V000494,P00145,Pharmacy,Mississippi,Southeast,Rural,2012,2024-06-02,2024,498.0,0,0,43,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V003338,P00978,Priv Clinic,Virginia,Mid-Atlantic,Urban,2017,2024-01-09,2024,2038.0,0,0,0,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003262,P00956,Pediatric Practice,Louisiana,South Central,UNK,2017,2025-10-17,2025,2910.0,1,0,27,0,Compliant,Compliant,Compliant,Compliant,Missing
V000125,P00039,Pediatric practice,Texas,South Central,Urban,2021,2020-12-14,2020,4397.0,0,0,34,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004020,P01174,Pharmacy,North Carolina,Southeast,Urban,2018,2021-05-23,2021,1053.0,0,1,33,0,Compliant,Compliant,Compliant,Missing,Compliant
V002006,P00591,Pediatric Practice,Virginia,Mid-Atlantic,Rural,2013,2024-12-20,2024,2833.0,0,0,33,1,Compliant,Missing,Compliant,Compliant,Non-compliant
V001753,P00511,Public Health Clinic,Mississippi,Southeast,Suburban,2020,2020-10-13,2020,3106.0,0,0,22,0,Missing,Compliant,Compliant,Compliant,Compliant
V003312,P00971,Private Clinic,Tennessee,Southeast,Suburban,2013,2025-11-12,2025,1969.0,0,1,0,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V004188,P01226,Pharmacy,Texas,South Central,Urban,2022,2024-04-27,2024,777.0,0,0,12,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002188,P00652,FQHC,Texas,South Central,rural ,2019,2020-03-16,2020,1041.0,1,0,11,0,Missing,Compliant,Compliant,Compliant,Compliant
V002392,P00713,Pediatric Practice,South Carolina,Southeast,Urban,2017,2020-01-17,2020,3688.0,0,0,30,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003307,P00970,public health clinic,Arkansas,South Central,Urban,2015,2024-06-17,2024,6032.0,0,0,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003947,P01152,Private Clinic,Kentucky,Southeast,Suburban,2012,2019-03-17,2019,1205.0,0,0,27,0,Compliant,Compliant,Missing,Compliant,Compliant
V001718,P00502,Private Clinic,Alabama,Southeast,Urban,2019,2022-04-01,2022,1887.0,0,0,2,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001939,P00570,Public clinic,Virginia,Mid-Atlantic,Rural,2012,2021-08-10,2021,2824.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001623,P00471,FQHC,Arkansas,South Central,Suburban,2021,2023-01-07,2023,1508.0,0,1,20,1,Compliant,Non-compliant,Compliant,Non-compliant,Non-compliant
V003490,P01020,Private Clinic,Texas,South Central,Rural,2012,2023-09-27,2023,1248.0,1,0,45,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002039,P00605,Pharmacy,Florida,Southeast,Urban,2018,2022-08-15,2022,1525.0,1,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001929,P00567,Private Clinic,Mississippi,Southeast,Urban,2012,2022-05-14,2022,1019.0,0,0,20,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000315,P00085,Hospital System,Texas,South Central,Suburban,2011,2024-04-08,2024,4226.0,1,0,33,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003643,P01063,Public Health Clinic,Tennessee,Southeast,Urban,2023,2022-06-03,2022,1890.0,0,0,0,0,Compliant,Compliant,Compliant,Compliant,Missing
V003921,P01143,Private Clinic,Mississippi,Southeast,Rural,2021,2025-10-27,2025,1430.0,1,0,50,0,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V002108,P00627,FQHC,Virginia,Mid-Atlantic,Suburban,2019,2021-06-18,2021,739.0,0,0,13,1,Non-compliant,Non-compliant,Non-compliant,Compliant,Compliant
V003029,P00886,Pediatric Practice,,Southeast,Rural,2020,2024-10-09,2024,2119.0,1,1,46,1,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V000251,P00072,Pediatric Practice,Kentucky,Southeast,Rural,2017,2023-02-24,2023,1749.0,0,1,39,1,Compliant,Compliant,Non-compliant,Non-compliant,Non-compliant
V000648,P00191,Public Health Clinic,South Carolina,Southeast,urban ,2023,2023-04-01,2023,3328.0,0,0,15,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004531,P01320,FQHC,Virginia,Mid-Atlantic,Rural,2013,2025-12-18,2025,541.0,0,1,43,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000226,P00065,Pediatric Practice,Virginia,Mid-Atlantic,Suburban,2011,2020-08-23,2020,2218.0,0,0,8,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002025,P00598,Private Clinic,South Carolina,Southeast,Suburban,2013,2025-06-22,2025,2529.0,0,0,25,1,Non-compliant,Compliant,Compliant,Non-compliant,Compliant
V003926,P01146,Private Clinic,Texas,South Central,Suburban,2017,2019-07-08,2019,1486.0,1,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000003,P00001,Private Clinic,Florida,Southeast,Suburban,2016,2021-09-03,2021,995.0,0,0,22,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V000541,P00160,Hospital,Florida,Southeast,Urban,2014,2022-12-08,2022,4178.0,0,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001463,P00424,pharmacy,Alabama,Southeast,Urban,2012,2024-07-15,2024,689.0,1,1,39,1,Compliant,Missing,Compliant,Compliant,Compliant
V001616,P00470,Private Clinic,Alabama,Southeast,Urban,2013,2022-10-03,2022,1890.0,0,1,27,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004117,P01203,Private Clinic,Louisiana,South Central,Urban,2020,2024-01-03,2024,1409.0,1,1,45,1,Compliant,Non-compliant,Non-compliant,Compliant,Non-compliant
V004263,P01248,Private Clinic,North Carolina,Southeast,Urban,2023,2023-12-21,2023,934.0,0,0,24,1,Compliant,Missing,Non-compliant,Compliant,Non-compliant
V000490,P00143,Pharmacy,South Carolina,Southeast,Urban,2023,2024-09-03,2024,574.0,0,0,30,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000738,P00213,Private Clinic,Alabama,Southeast,Suburban,2023,2025-08-08,2025,2771.0,0,1,51,1,Non-compliant,Compliant,Compliant,Non-compliant,Compliant
V001589,P00463,FQHC,Tennessee,Southeast,Rural,2017,2021-04-10,2021,700.0,1,0,27,0,Compliant,Compliant,Compliant,Compliant,Missing
V002770,P00815,Hospital,Virginia,Mid-Atlantic,Suburban,2018,2025-06-02,2025,1905.0,0,1,24,1,Missing,Compliant,Compliant,Compliant,Compliant
V002171,P00647,Private Clinic,North Carolina,Southeast,Urban,2019,2019-09-04,2019,2359.0,0,0,26,0,Non-compliant,Non-compliant,Compliant,Missing,Compliant
V004159,P01216,Public Health Clinic,Florida,Southeast,Urban,2016,2021-11-21,2021,1684.0,1,1,26,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V000164,P00048,Priv Clinic,Tennessee,Southeast,Suburban,2011,2020-09-10,2020,3379.0,0,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004530,P01320,FQHC,Virginia,Mid-Atlantic,Rural,2013,2024-08-27,2024,2056.0,0,1,11,1,Compliant,Missing,Compliant,Compliant,Compliant
V000348,P00097,Hospital,Alabama,Southeast,Urban,2021,2022-08-12,2022,5401.0,0,1,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001318,P00377,Pharmacy,South Carolina,Southeast,Suburban,2014,2019-03-13,2019,922.0,0,0,28,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004142,P01211,Private Clinic,Florida,Southeast,Rural,2011,2020-08-11,2020,840.0,0,0,25,0,Non-compliant,Non-compliant,Compliant,Non-compliant,Missing
V003133,P00916,Private Clinic,Mississippi,Southeast,rural ,2020,2022-12-15,2022,928.0,1,0,30,1,Compliant,Compliant,Missing,Non-compliant,Compliant
V001028,P00296,Pharmacy,Virginia,Mid-Atlantic,Urban,2022,2023-09-07,2023,1055.0,0,1,36,1,Compliant,Compliant,Compliant,Missing,Missing
V001129,P00324,Public Health Clinic,Louisiana,South Central,Urban,2013,2023-03-08,2023,4479.0,0,1,45,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V000655,P00192,Pediatric Practice,Florida,Southeast,Urban,2020,2024-04-16,2024,1340.0,0,0,23,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003469,P01016,Hospital,Alabama,Southeast,Urban,2024,2021-12-17,2021,4040.0,0,0,29,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000423,P00122,Public Health Clinic,North Carolina,Southeast,UNK,2018,2019-01-14,2019,1416.0,0,1,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004453,P01301,Public Health Clinic,Texas,South Central,Suburban,2019,2023-08-25,2023,3148.0,0,0,28,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001729,P00505,Public Health Clinic,Texas,South Central,Urban,2022,2020-08-07,2020,2239.0,0,0,7,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003721,P01086,Public Health Clinic,Georgia,Southeast,Urban,2016,2025-01-15,2025,5609.0,1,0,39,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V001663,P00483,Pediatric Practice,Tennessee,Southeast,Urban,2023,2024-12-20,2024,2895.0,0,0,23,0,Non-compliant,Compliant,Non-compliant,Compliant,Compliant
V003419,P01003,private clinic ,North Carolina,Southeast,Rural,2011,2019-02-15,2019,2926.0,1,1,32,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004244,P01244,public health clinic,Louisiana,South Central,Rural,2017,2019-05-24,2019,7993.0,0,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003567,P01042,Pediatric practice,Florida,Southeast,Rural,2018,2020-03-22,2020,1910.0,0,1,29,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001829,P00537,Private Clinic,Alabama,Southeast,Urban,2015,2022-01-13,2022,4752.0,0,1,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003182,P00928,Private Clinic,Georgia,Southeast,Suburban,2023,2019-10-18,2019,1207.0,0,0,26,0,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V000198,P00056,Private Clinic,Virginia,Mid-Atlantic,Urban,2020,2022-11-09,2022,1983.0,0,1,22,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002301,P00682,Hospital,North Carolina,Southeast,Urban,2014,2019-08-26,2019,2790.0,0,0,20,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V002755,P00812,Pharmacy,Alabama,Southeast,Urban,2017,2021-09-08,2021,1222.0,0,1,25,1,Compliant,Compliant,Compliant,Compliant,Missing
V001200,P00343,Pediatric Practice,Mississippi,Southeast,Rural,2022,2019-07-22,2019,1956.0,1,1,47,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002028,P00600,Pharmacy,Mississippi,Southeast,Urban,2018,2019-11-01,2019,2136.0,0,1,12,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V003833,P01118,Public Health Clinic,Virginia,Mid-Atlantic,Urban,2011,2019-02-27,2019,1966.0,1,1,38,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000740,P00214,Pharmacy,Kentucky,Southeast,Rural,2021,2021-05-12,2021,753.0,0,1,24,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V001509,P00437,Public Health Clinic,Georgia,Southeast,Urban,2024,2025-04-01,2025,2695.0,0,0,10,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000425,P00122,Public Health Clinic,North Carolina,Southeast,UNK,2018,2021-09-01,2021,8075.0,0,0,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003260,P00955,Hospital System,Kentucky,Southeast,Rural,2019,2024-10-02,2024,3986.0,0,0,42,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V002096,P00623,Private Clinic,Texas,South Central,Urban,2020,2025-09-04,2025,2077.0,0,0,28,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001763,P00513,Hospital,Mississippi,Southeast,Rural,2021,2024-08-01,2024,3196.0,0,1,30,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V001697,P00496,Pediatric Practice,North Carolina,Southeast,Urban,2017,2020-10-14,2020,2173.0,0,0,24,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003961,P01155,Public Health Clinic,Florida,Southeast,Urban,2024,2024-01-14,2024,2880.0,1,1,27,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V004484,P01309,Public Health Clinic,Texas,South Central,Rural,2024,2020-11-04,2020,3031.0,0,0,14,0,Compliant,Compliant,Compliant,Missing,Compliant
V000103,P00034,Private Clinic,Kentucky,Southeast,Suburban,2023,2019-02-22,2019,1864.0,1,0,48,0,Missing,Compliant,Non-compliant,Non-compliant,Compliant
V003069,P00895,Private Clinic,North Carolina,Southeast,Urban,2021,2022-04-20,2022,1040.0,0,1,40,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001145,P00328,Pediatric practice,Alabama,Southeast,Suburban,2014,2019-06-20,2019,2159.0,0,0,17,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V004132,P01209,Pharmacy,North Carolina,Southeast,Urban,2019,2020-02-27,2020,706.0,0,0,17,1,Compliant,Non-compliant,Compliant,Compliant,Non-compliant
V001191,P00340,private clinic ,Florida,Southeast,rural ,2022,2023-08-18,2023,1439.0,1,0,47,1,Non-compliant,Non-compliant,Compliant,Non-compliant,Non-compliant
V000489,P00143,Pharmacy,South Carolina,Southeast,Urban,2023,2023-10-06,2023,1242.0,0,0,22,1,Compliant,Missing,Non-compliant,Compliant,Compliant
V002101,P00625,Hospital,Arkansas,South Central,Urban,2024,2023-03-07,2023,4956.0,0,1,17,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003587,P01047,Priv Clinic,Kentucky,Southeast,Suburban,2018,2021-05-13,2021,1455.0,0,1,49,1,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V000985,P00284,FQHC,Tennessee,Southeast,Urban,2024,not_a_date,2025,881.0,1,1,23,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V001163,P00332,FQHC,North Carolina,Southeast,Urban,2012,2020-02-05,2020,1822.0,1,0,30,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000380,P00109,Private Clinic,Tennessee,Southeast,Suburban,2016,2021-11-08,2021,1852.0,0,1,43,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002809,P00827,Pharmacy,North Carolina,Southeast,Urban,2017,2025-02-13,2025,916.0,0,0,30,1,Non-compliant,Compliant,Non-compliant,Non-compliant,Compliant
V001961,P00577,Pediatric Practice,Georgia,Southeast,Suburban,2018,2021-06-05,2021,1157.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003121,P00912,Public clinic,South Carolina,Southeast,Rural,2019,2021-01-20,2021,2727.0,0,0,21,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
